epoch,train_loss,val_loss
1,0.22058069705963135,0.23171488344669341
2,0.2408265918493271,0.2315765917301178
3,0.24846091866493225,0.23137084245681763
4,0.2540331184864044,0.23109255433082582
5,0.23568615317344666,0.23074767887592315
6,0.239838108420372,0.2303219109773636
7,0.2318415641784668,0.22982944846153258
8,0.24941769242286682,0.22926222383975983
9,0.23789410293102264,0.22862520813941956
10,0.24328935146331787,0.22791604697704315
11,0.2191421240568161,0.22713544070720673
12,0.23453471064567566,0.22631361782550813
13,0.217373326420784,0.22542745172977446
14,0.2336619347333908,0.22446872889995576
15,0.22927138209342957,0.2234341323375702
16,0.21591803431510925,0.2223294734954834
17,0.24602177739143372,0.22115272283554077
18,0.22668781876564026,0.21991388499736786
19,0.21754086017608643,0.2186167508363724
20,0.23941123485565186,0.21726100742816926
21,0.2658878266811371,0.21582764089107515
22,0.21940763294696808,0.21436724066734314
23,0.22634470462799072,0.2128574877977371
24,0.19387422502040863,0.2113044559955597
25,0.21237409114837646,0.20968975126743317
26,0.19407303631305695,0.20801892280578613
27,0.23097315430641174,0.2062898099422455
28,0.20394004881381989,0.20450646579265594
29,0.22093944251537323,0.20261670351028443
30,0.21436884999275208,0.20066969096660614
31,0.20177298784255981,0.19868084490299226
32,0.20907451212406158,0.1966198354959488
33,0.207440584897995,0.1944778025150299
34,0.20146088302135468,0.19230354726314544
35,0.21731439232826233,0.19004638791084288
36,0.20893153548240662,0.18771616518497466
37,0.19364164769649506,0.1853806585073471
38,0.1784258782863617,0.183014315366745
39,0.198345348238945,0.18062758445739746
40,0.17516285181045532,0.17819474041461944
41,0.18733061850070953,0.17576442360877992
42,0.178436279296875,0.17331499755382537
43,0.16023829579353333,0.17087434828281403
44,0.17045161128044128,0.16837944090366364
45,0.1757897138595581,0.16581188142299652
46,0.17226244509220123,0.16325446963310242
47,0.16928242146968842,0.16076049506664275
48,0.16875207424163818,0.15828948020935057
49,0.17978739738464355,0.15576224625110627
50,0.17422433197498322,0.15322046875953674
51,0.1635793298482895,0.15076513290405275
52,0.15961284935474396,0.1483297199010849
53,0.16539278626441956,0.14595732986927032
54,0.16658462584018707,0.14362243711948394
55,0.15734006464481354,0.1413041889667511
56,0.16313238441944122,0.13913102746009826
57,0.14826489984989166,0.13709651827812194
58,0.14080271124839783,0.13505025207996368
59,0.13132622838020325,0.13303887397050856
