emb_size,val_loss
1,0.20660246154665948
2,0.12843857370316983
3,0.05758084545284509
4,0.0018431224150117487
5,0.0021034470454324035
6,0.001501810620771721
7,0.0014966698954813182
8,0.0015046901311725378
