emb_size,val_loss
1,0.1115822823792696
2,0.06198695424199104
3,0.0010664921515854075
4,0.001135189938941039
5,0.001021947721601464
6,0.0010296368612907826
7,0.0007556284724269062
8,0.0007222206949372776
