emb_size,val_loss
1,0.2881376065611839
2,0.18270638659596444
3,0.10251179875433444
4,0.06998686933517456
5,0.0022741618824657053
6,0.0018772187184076755
7,0.0021263455487787724
8,0.0020375421131029726
