exp,val_loss
0.5,0.003726305613294244
1.0,0.0027877617878839375
1.5,0.0019558292126748713
2.0,0.0008184474917361513
2.5,0.0020950367043260486
3.0,0.002642792090307921
3.5,0.003122833216097206
4.0,0.0029240267318673433
