epoch,train_loss,val_loss
1,0.23827621340751648,0.22664968371391297
2,0.23819616436958313,0.22654057145118714
3,0.23803682625293732,0.22637727856636047
4,0.2378012090921402,0.22616006433963776
5,0.2374868392944336,0.22588820457458497
6,0.23709306120872498,0.2255614459514618
7,0.23661968111991882,0.22517558932304382
8,0.23606614768505096,0.22472974359989167
9,0.23543210327625275,0.2242268741130829
10,0.23472000658512115,0.22366812229156494
11,0.23392893373966217,0.22305462062358855
12,0.23305606842041016,0.22239068150520325
13,0.23210057616233826,0.22167379260063172
14,0.23108401894569397,0.2209073096513748
15,0.2300327718257904,0.22010028660297393
16,0.22897225618362427,0.21925355792045592
17,0.22786089777946472,0.21835806369781494
18,0.2266780436038971,0.21741413772106172
19,0.2254278063774109,0.2164342224597931
20,0.22410623729228973,0.21538113951683044
21,0.22272007167339325,0.21426278054714204
22,0.22133272886276245,0.21309182345867156
23,0.21988296508789062,0.21188271343708037
24,0.21838948130607605,0.21063314080238343
25,0.21683792769908905,0.20933153927326204
26,0.2153051644563675,0.2079849809408188
27,0.21377255022525787,0.20658753216266632
28,0.21217560768127441,0.20513077080249786
29,0.21059219539165497,0.20360912382602692
30,0.2090674191713333,0.20207240283489228
31,0.20740915834903717,0.20048316419124604
32,0.20569629967212677,0.19884707629680634
33,0.20394565165042877,0.19719526767730713
34,0.20214346051216125,0.19547556340694427
35,0.20031872391700745,0.19370352029800414
36,0.19841860234737396,0.19187604188919066
37,0.19632601737976074,0.19002087712287902
38,0.19414353370666504,0.1881212830543518
39,0.19181883335113525,0.18616763949394227
40,0.18940892815589905,0.1841275066137314
41,0.18698491156101227,0.18200682401657103
42,0.1844778060913086,0.1797992169857025
43,0.18181771039962769,0.17757208943367003
44,0.17908863723278046,0.17527225911617278
45,0.17635050415992737,0.17286023795604705
46,0.17355911433696747,0.17035458683967591
47,0.17054754495620728,0.16783560812473297
48,0.1677510291337967,0.1653210699558258
49,0.16500847041606903,0.16281329691410065
50,0.16204102337360382,0.1602141797542572
51,0.15883326530456543,0.1575074851512909
52,0.15561972558498383,0.15468095541000365
53,0.15267300605773926,0.15186238586902617
54,0.14977549016475677,0.14911336600780487
55,0.14712314307689667,0.14641655385494232
56,0.14473819732666016,0.14370769262313843
57,0.14241822063922882,0.14109390825033188
58,0.1401546746492386,0.13856155872344972
59,0.1380995362997055,0.13615883886814117
60,0.13596008718013763,0.1337688148021698
61,0.13346369564533234,0.13136618286371232
62,0.13088902831077576,0.12904134690761565
63,0.12826715409755707,0.12677281051874162
64,0.12562699615955353,0.12465250790119171
65,0.12304247915744781,0.12259328961372376
66,0.12062764912843704,0.12054884135723114
67,0.11812689155340195,0.1185103788971901
68,0.11563118547201157,0.11654675304889679
69,0.1133364886045456,0.11468713283538819
70,0.11104343086481094,0.11297261118888854
71,0.1088370606303215,0.1113543078303337
72,0.10668572038412094,0.10991801023483276
73,0.10464048385620117,0.10858554244041443
74,0.10272977501153946,0.1073767825961113
75,0.10094159096479416,0.10631183385849
76,0.09942340850830078,0.10539399832487106
77,0.09799788892269135,0.1045996755361557
78,0.0965576097369194,0.10392455011606216
79,0.09513518214225769,0.10337318032979965
80,0.09379087388515472,0.10296580493450165
81,0.09255962073802948,0.1026753306388855
82,0.09143103659152985,0.1024558812379837
83,0.09040308743715286,0.10232266187667846
84,0.08940038830041885,0.1022233635187149
85,0.08842717111110687,0.10216372013092041
86,0.08745331317186356,0.10213177353143692
87,0.08649806678295135,0.10210526287555695
88,0.08562970161437988,0.10206021666526795
89,0.08474660664796829,0.10196831673383713
90,0.08391059935092926,0.10181351751089096
91,0.0830816999077797,0.10160080343484879
92,0.08225897699594498,0.10136016011238098
93,0.0813775509595871,0.10109886825084687
94,0.08042990416288376,0.10081861913204193
95,0.07944055646657944,0.10053790211677552
96,0.0783885270357132,0.10026001036167145
97,0.07734911888837814,0.09998414218425751
98,0.07638881355524063,0.09966791570186614
99,0.07551205903291702,0.0992917224764824
100,0.07460731267929077,0.09887900948524475
101,0.07374130189418793,0.09845283776521682
102,0.07301672548055649,0.09799508154392242
103,0.07225695997476578,0.09751465767621995
104,0.07150156795978546,0.09701605886220932
105,0.07071516662836075,0.09651020169258118
106,0.06992090493440628,0.09600182324647903
107,0.06910958886146545,0.09546017795801162
108,0.06829258799552917,0.09493879079818726
109,0.06746333837509155,0.09447311908006668
110,0.06659863144159317,0.09403451234102249
111,0.06581920385360718,0.09363021403551101
