"Step","with-coords-esm1-tiny - train_loss","with-coords-esm1-tiny - train_loss__MIN","with-coords-esm1-tiny - train_loss__MAX","no-coords-esm1-tiny - train_loss","no-coords-esm1-tiny - train_loss__MIN","no-coords-esm1-tiny - train_loss__MAX"
"84","1.9177046322664677","1.9177046322664677","1.9177046322664677","2.5093567635049885","2.5093567635049885","2.5093567635049885"
"85","1.9146344289084933","1.9146344289084933","1.9146344289084933","2.508617423385974","2.508617423385974","2.508617423385974"
"86","1.9111208247822642","1.9111208247822642","1.9111208247822642","2.506970881468413","2.506970881468413","2.506970881468413"
"87","1.908055198429436","1.908055198429436","1.908055198429436","2.5038268460343214","2.5038268460343214","2.5038268460343214"
"88","1.9042028076601345","1.9042028076601345","1.9042028076601345","2.5021901042256136","2.5021901042256136","2.5021901042256136"
"89","1.9025233069003022","1.9025233069003022","1.9025233069003022","2.5007994078642484","2.5007994078642484","2.5007994078642484"
"90","1.897736725665086","1.897736725665086","1.897736725665086","2.498151487388358","2.498151487388358","2.498151487388358"
"91","1.893980191322352","1.893980191322352","1.893980191322352","2.495636539585543","2.495636539585543","2.495636539585543"
"92","1.8898115196764864","1.8898115196764864","1.8898115196764864","2.4931595338101418","2.4931595338101418","2.4931595338101418"
"93","1.8865912544016807","1.8865912544016807","1.8865912544016807","2.491820738962944","2.491820738962944","2.491820738962944"
"94","1.8809704294267868","1.8809704294267868","1.8809704294267868","2.4871114823202425","2.4871114823202425","2.4871114823202425"
"95","1.8801792770032062","1.8801792770032062","1.8801792770032062","2.486384117050676","2.486384117050676","2.486384117050676"
"96","1.876026964898141","1.876026964898141","1.876026964898141","2.4843874334499536","2.4843874334499536","2.4843874334499536"
"97","1.8725718835331746","1.8725718835331746","1.8725718835331746","2.482721786625338","2.482721786625338","2.482721786625338"
"98","1.868553310119553","1.868553310119553","1.868553310119553","2.479348683515132","2.479348683515132","2.479348683515132"
"99","1.8663262723297473","1.8663262723297473","1.8663262723297473","2.4789512660329707","2.4789512660329707","2.4789512660329707"
